text,source,topic
"In the extreme, if Delta1is inﬁnite, the working set is the set of pages touched during the process execution.",textbook_chunk_590,general
"The Linux System Early in its development, the Linux source code was made available free both at no cost and with minimal distributional restrictionson the Internet.",textbook_chunk_591,general
"As a result, Linuxs history has been one of collaboration by many developers from all around the world, correspondi ng almost exclusively over the Internet.",textbook_chunk_592,general
"From an initial kernel that partially implemented a small subset of the UNIX system services, the Linux system has grown to include all of the functionality expected of a modern UNIX system.",textbook_chunk_593,general
"In its early days, Linux development revolved largely around the central operating-system kernelthe core, privileged executive that manages all system resources and interacts directly with the computer hardware.",textbook_chunk_594,general
"We need much more than this kernel, of course, to produce a full operating system.",textbook_chunk_595,general
We thus need to make a distinction between the Linux kernel and ac o m p l e t eL,textbook_chunk_596,general
h e Linux kernel is an original piece of software developed from scratch by the Linux community.,textbook_chunk_597,general
"The Linux system ,a sw e know it today, includes a multitude of components, some written from scratch, others borrowed from other developmen tp r o j e c t s ,a n ds t",textbook_chunk_598,general
i l lo t h e r sc r e a t e di n collaboration with other teams.,textbook_chunk_599,general
"The basic Linux system is a standard environment for applications and user programming, but it does not enforce any standard means of managing the available functionality as a whole.",textbook_chunk_600,general
"As Linux has matured, a need has arisen for another layer of functionality on top of the Linux system.",textbook_chunk_601,general
This need has been met by various Linux distributions.,textbook_chunk_602,general
"A Linux distribution includes all the standard components of the Linux system, plus a set of administrative tools to simplify the initial installation and subsequent upgrading of Linux and to manage installation and removal of other packages on the system.",textbook_chunk_603,general
"A modern distribution also typically includes tools for management of ﬁle systems, creation and management of user accounts, administration of networks, Web browsers, word processors, and so on.",textbook_chunk_604,general
"The Linux Kernel The ﬁrst Linux kernel released to the public was version 0.01, dated May 14, 1991.",textbook_chunk_605,general
"It had no networking, ran only on 80386-compatible Intel processors and PChardware, and had extremely limited device-driver support.",textbook_chunk_606,general
"The virtual memory subsystem was also fairly basic and included no support for memory-mapped ﬁles; however, even this early incarnation supported shared pages with copy-on-write and protected address spaces.",textbook_chunk_607,general
"The only ﬁle system supported was the Minix ﬁle system, as the ﬁrst Linux kernels were cross-developed on a Minix platform.",textbook_chunk_608,general
"The next milestone, Linux 1.0, was released on March 14, 1994.",textbook_chunk_609,general
This release culminated three years of rapid development of the Linux kernel.,textbook_chunk_610,general
"Perhaps the single biggest new feature was networking: 1.0 included support for UNIX s standard TCPIP networking protocols, as well as a BSD-compatible socket interface for networking programming.",textbook_chunk_611,general
Device-driver support was added for running IPover Ethernet or (via the PPPorSLIP protocols) over serial lines or modems.,textbook_chunk_612,general
"The 1.0 kernel also included a new, much enhanced ﬁle system without the limitations of the original Minix ﬁle system, and it supported a range of SCSI controllers for high-performance disk access.",textbook_chunk_613,general
The developers extended the vir- tual memory subsystem to support paging to swap ﬁles and memory mapping,textbook_chunk_614,general
PU Scheduling output to the user.,textbook_chunk_615,general
"Thus, another measure is the time from the submission of a request until the ﬁrst response is produced.",textbook_chunk_616,general
"This measure, called response time, is the time it takes to start responding, not the time it takes to output the response.",textbook_chunk_617,general
The turnaround time is generally limited by the speed of the output device.,textbook_chunk_618,general
"It is desirable to maximize CPU utilization and throughput and to minimize turnaround time, waiting time, and response time.",textbook_chunk_619,general
"In most cases, we optimize the average measure.",textbook_chunk_620,general
"However, under some circumstances, we prefer to optimize the minimum or maximum values rather than the average.",textbook_chunk_621,general
"For example, to guarantee that all users get good service, we may want to minimize the maximum response time.",textbook_chunk_622,general
"Investigators have suggested that, for interactive systems (such as desktop systems), it is more important to minimize the variance in the response time than to minimize the average response time.",textbook_chunk_623,general
A system with reasonable and predictable response time may be considered more desirable than a system that is faster on the average but is highly variable.,textbook_chunk_624,general
"However, little work has been done on CPU-scheduling algorithms that minimize variance.",textbook_chunk_625,general
"As we discuss various CPU-scheduling algorithms in the following section, we illustrate their operation.",textbook_chunk_626,general
"An accurate illustration should involve many processes, each a sequence of several hundred CPU bursts and IO bursts.",textbook_chunk_627,general
"For simplicity, though, we consider only one CPU burst (in milliseconds) per process in our examples.",textbook_chunk_628,general
Our measure of comparison is the average waiting time.,textbook_chunk_629,general
More elaborate evaluation mechanisms are discussed in Section 6.8.,textbook_chunk_630,general
6.3 Scheduling Algorithms CPU scheduling deals with the problem of decid ing which of the processes in the ready queue is to be allocated the CPU.,textbook_chunk_631,general
There are many different CPU-scheduling algorithms.,textbook_chunk_632,general
"In this section, w ed e s c r i b es e v e r a lo ft h e m .",textbook_chunk_633,general
"First-Come, First-Served Scheduling By far the simplest CPU-scheduling algorithm is the ﬁrst-come, ﬁrst-served (FCFS )scheduling algorithm.",textbook_chunk_634,general
"With this scheme, the process that requests the CPU ﬁrst is allocated the CPU ﬁrst.",textbook_chunk_635,general
The implementation of the FCFS policy is easily managed with a FIFO queue.,textbook_chunk_636,general
"When a process enters the ready queue, its PCB is linked onto the tail of the queue.",textbook_chunk_637,general
"When the CPU is free, it is allocated to the process at the head of the queue.",textbook_chunk_638,general
The running process is then removed from the queue.,textbook_chunk_639,general
The code for FCFS scheduling is simple to write and understand.,textbook_chunk_640,general
"On the negative side, the average waiting time under the FCFS policy is often quite long.",textbook_chunk_641,general
"Consider the following set of processes that arrive at time 0, with the length of the CPU burst given in milliseconds: Process Burst Time P1 24 P2 3 P3 3",textbook_chunk_642,general
"location, and execution starts there.",textbook_chunk_643,general
At that location is the initial bootstrap program.,textbook_chunk_644,general
"This program is in the form of read-only memory ( ROM ), because the RAM is in an unknown state at system startup.",textbook_chunk_645,general
ROM is convenient because it needs no initialization and cannot easily be infected by a computer virus.,textbook_chunk_646,general
The bootstrap program can perform a variety of tasks.,textbook_chunk_647,general
"Usually, one task is to run diagnostics to determine the state of the machine.",textbook_chunk_648,general
"If the diagnostics pass, the program can continue with the booting steps.",textbook_chunk_649,general
"It can also initialize all aspects of the system, from CPU registers to device controllers and the contents of main memory.",textbook_chunk_650,general
"Sooner or later, it starts the operating system.",textbook_chunk_651,general
"Some systemssuch as cellular phones, tablets, and game consolesstore the entire operating system in ROM .S t o r i n gt",textbook_chunk_652,general
"y s t e mi n ROM is suitable for small operating systems, simple supporting hardware, and rugged operation.",textbook_chunk_653,general
A problem with this approach is that changing the bootstrap code requires changing the ROM hardware chips.,textbook_chunk_654,general
"Some systems resolve this problem by using erasable programmable read-only memory (EPROM ),w h",textbook_chunk_655,general
a d - only except when explicitly given a command to become writable.,textbook_chunk_656,general
"All forms ofROM are also known as ﬁrmware ,s i n c et h e",textbook_chunk_657,general
i c sf a l ls o m e w h e r e between those of hardware and those of software.,textbook_chunk_658,general
A problem with ﬁrmware in general is that executing code the re is slower than executing code in RAM .,textbook_chunk_659,general
Some systems store the operating system in ﬁrmware and copy it to RAM for fast execution.,textbook_chunk_660,general
"A ﬁnal issue with ﬁrmware is that it is relatively expensive, so usually only small amounts are available.",textbook_chunk_661,general
"For large operating systems (including most general-purpose operating systems like Windows, Mac OS X ,a n d UNIX )o rf o rs y s t e m st h a tc h a n g e frequently, the bootstrap loader is stored in ﬁrmware, and the operating system is on disk.",textbook_chunk_662,general
"In this case, the bootstrap runs diagnostics and has a bit of code that can read a single block at a ﬁxed location (say block zero) from disk into memory and execute the code from that boot block .",textbook_chunk_663,general
The program stored in the boot block may be sophisticated enough to load the entire operating system into memory and begin its execution.,textbook_chunk_664,general
"More typically, it is simple code (as it ﬁts in a single disk block) and knows only the address on disk and length of the remainder of the bootstrap program.",textbook_chunk_665,general
GRUB is an example of an open-source bootstrap program for Linux systems.,textbook_chunk_666,general
"All of the disk-bound bootstrap, and the operating system itself, can be easily changed by writing new versions to disk.",textbook_chunk_667,general
A disk that has a boot partition (more on that in Section 10.5.1) is called a boot disk orsystem disk .,textbook_chunk_668,general
"Now that the full bootstrap program has been loaded, it can traverse the ﬁle system to ﬁnd the operating system kernel, load it into memory, and start its execution.",textbook_chunk_669,general
It is only at this point that the system is said to be running .,textbook_chunk_670,general
2.11 Summary Operating systems provide a number of services.,textbook_chunk_671,general
"At the lowest level, system calls allow a running program to make requests from the operating system directly.",textbook_chunk_672,general
"At a higher level, the comman di n t e r p r e t e ro rs h e l lp r o v i d e sa mechanism for a user to issue a request without writing a program.",textbook_chunk_673,general
Commands may come from ﬁles during batch-mode execution or directly from a terminal or desktop GUIwhen in an interactive or time-shared mode.,textbook_chunk_674,general
System programs are provided to satisfy many common user requests.,textbook_chunk_675,general
"PU Scheduling 2.When a process switches from the running state to the ready state (for example, when an interrupt occurs)",textbook_chunk_676,process_management
"3.When a process switches from the waiting state to the ready state (for example, at completion of IO)",textbook_chunk_677,process_management
"4.When a process terminates For situations 1 and 4, there is no choice in terms of scheduling.",textbook_chunk_678,process_management
A new process (if one exists in the ready queue) must be selected for execution.,textbook_chunk_679,process_management
"There is a choice, however, for situations 2 and 3.",textbook_chunk_680,process_management
"When scheduling takes place only under circumstances 1 and 4, we say that the scheduling scheme is nonpreemptive orcooperative .O",textbook_chunk_681,process_management
"t h e r w i s e , it is preemptive .",textbook_chunk_682,process_management
"Under nonpreemptive scheduling, once the CPU has been allocated to a process, the process keeps the CPU until it releases the CPU either by terminating or by switching to the waiting state.",textbook_chunk_683,process_management
This scheduling method was used by Microsoft Windows 3.x.,textbook_chunk_684,process_management
"Windows 95 introduced preemptive scheduling, and all subsequent versions of Windows operating systems have used preemptive scheduling.",textbook_chunk_685,process_management
The Mac OS X operating system for the Macintosh also uses preemptive scheduling; previous versions of the Macintosh operating system relied on cooperative scheduling.,textbook_chunk_686,process_management
"Cooperative scheduling is the only method that can be used on certain hardware platforms, because it does not require the special hardware (for example, a timer) needed for preemptive scheduling.",textbook_chunk_687,process_management
"Unfortunately, preemptive scheduling can result in race conditions when data are shared among several processes.",textbook_chunk_688,process_management
Consider the case of two processes that share data.,textbook_chunk_689,process_management
"While one process is updating the data, it is preempted so that the second process can run.",textbook_chunk_690,process_management
"The second process then tries to read the data, which are in an inconsistent state.",textbook_chunk_691,process_management
This issue was explored in detail in Chapter 5.,textbook_chunk_692,process_management
Preemption also affects the design of the operating-system kernel.,textbook_chunk_693,process_management
"During the processing of a system call, the kernel may be busy with an activity on behalf of a process.",textbook_chunk_694,process_management
"Such activities may involve changing important kernel data (for instance, IOqueues).",textbook_chunk_695,process_management
What happens if the process is preempted in the middle of these changes and the kernel (or the device driver) needs to read or modify the same structure?,textbook_chunk_696,process_management
"Certain operating systems, including most versions of UNIX ,d e",textbook_chunk_697,process_management
h e rf o ras y s t e mc a l l to complete or for an IOblock to take place before doing a context switch.,textbook_chunk_698,process_management
"This scheme ensures that the kernel structure is simple, since the kernel will not preempt a process while the kernel data structures are in an inconsistent state.",textbook_chunk_699,process_management
"Unfortunately, this kernel-execution model is a poor one for supporting real-time computing where tasks must complete execution within a given time frame.",textbook_chunk_700,process_management
"In Section 6.6, we explore scheduling demands of real-time systems.",textbook_chunk_701,process_management
"Because interrupts can, by de ﬁnition, occur at any time, and because they cannot always be ignored by the k ernel, the sections of code affected by interrupts must be guarded from simultaneous use.",textbook_chunk_702,process_management
The operating system needs to accept interrupts at almost all times.,textbook_chunk_703,process_management
"Otherwise, input might be lost or output overwritten.",textbook_chunk_704,process_management
"So that these sections of code are not accessed concurrently by several processes, they disable interru pts at entry and reenable interrupts at exit.",textbook_chunk_705,process_management
It is important to note that sections of code that disable interrupts do not occur very often and typically contain few instructions.,textbook_chunk_706,process_management
"The Linux System Early in its development, the Linux source code was made available free both at no cost and with minimal distributional restrictionson the Internet.",textbook_chunk_707,general
"As a result, Linuxs history has been one of collaboration by many developers from all around the world, correspondi ng almost exclusively over the Internet.",textbook_chunk_708,general
"From an initial kernel that partially implemented a small subset of the UNIX system services, the Linux system has grown to include all of the functionality expected of a modern UNIX system.",textbook_chunk_709,general
"In its early days, Linux development revolved largely around the central operating-system kernelthe core, privileged executive that manages all system resources and interacts directly with the computer hardware.",textbook_chunk_710,general
"We need much more than this kernel, of course, to produce a full operating system.",textbook_chunk_711,general
We thus need to make a distinction between the Linux kernel and ac o m p l e t eL,textbook_chunk_712,general
h e Linux kernel is an original piece of software developed from scratch by the Linux community.,textbook_chunk_713,general
"The Linux system ,a sw e know it today, includes a multitude of components, some written from scratch, others borrowed from other developmen tp r o j e c t s ,a n ds t",textbook_chunk_714,general
i l lo t h e r sc r e a t e di n collaboration with other teams.,textbook_chunk_715,general
"The basic Linux system is a standard environment for applications and user programming, but it does not enforce any standard means of managing the available functionality as a whole.",textbook_chunk_716,general
"As Linux has matured, a need has arisen for another layer of functionality on top of the Linux system.",textbook_chunk_717,general
This need has been met by various Linux distributions.,textbook_chunk_718,general
"A Linux distribution includes all the standard components of the Linux system, plus a set of administrative tools to simplify the initial installation and subsequent upgrading of Linux and to manage installation and removal of other packages on the system.",textbook_chunk_719,general
"A modern distribution also typically includes tools for management of ﬁle systems, creation and management of user accounts, administration of networks, Web browsers, word processors, and so on.",textbook_chunk_720,general
"The Linux Kernel The ﬁrst Linux kernel released to the public was version 0.01, dated May 14, 1991.",textbook_chunk_721,general
"It had no networking, ran only on 80386-compatible Intel processors and PChardware, and had extremely limited device-driver support.",textbook_chunk_722,general
"The virtual memory subsystem was also fairly basic and included no support for memory-mapped ﬁles; however, even this early incarnation supported shared pages with copy-on-write and protected address spaces.",textbook_chunk_723,general
"The only ﬁle system supported was the Minix ﬁle system, as the ﬁrst Linux kernels were cross-developed on a Minix platform.",textbook_chunk_724,general
"The next milestone, Linux 1.0, was released on March 14, 1994.",textbook_chunk_725,general
This release culminated three years of rapid development of the Linux kernel.,textbook_chunk_726,general
"Perhaps the single biggest new feature was networking: 1.0 included support for UNIX s standard TCPIP networking protocols, as well as a BSD-compatible socket interface for networking programming.",textbook_chunk_727,general
Device-driver support was added for running IPover Ethernet or (via the PPPorSLIP protocols) over serial lines or modems.,textbook_chunk_728,general
"The 1.0 kernel also included a new, much enhanced ﬁle system without the limitations of the original Minix ﬁle system, and it supported a range of SCSI controllers for high-performance disk access.",textbook_chunk_729,general
The developers extended the vir- tual memory subsystem to support paging to swap ﬁles and memory mapping,textbook_chunk_730,general
erating-System Structures changes in the appearance of the GUI along with several enhancements in its functionality.,textbook_chunk_731,general
"Because a mouse is impractical for most mobile systems, smartphones and handheld tablet computers typically use a touchscreen interface.",textbook_chunk_732,general
"Here, users interact by making gestures on the touchscreenfor example, pressing and swiping ﬁngers across the screen.",textbook_chunk_733,general
Figure 2.3 illustrates the touchscreen of the Apple iPad.,textbook_chunk_734,general
"Whereas earlier smartphones included a physical keyboard, most smartphones now simulate a keyboard on the touchscreen.",textbook_chunk_735,general
"Traditionally, UNIX systems have been dominated by command-line inter- faces.",textbook_chunk_736,general
"Various GUIinterfaces are available, however .T",textbook_chunk_737,general
h e s ei n c l u d et h eC,textbook_chunk_738,general
"o m m o n Desktop Environment ( CDE)a n dX - W i n d o w ss y s t e m s ,w h",textbook_chunk_739,general
"i c ha r ec o m m o n on commercial versions of UNIX ,s u c ha sS",textbook_chunk_740,general
o l a r i sa n dI B M  s AIX system.,textbook_chunk_741,general
"In addition, there has been signiﬁcant development in GUI designs from various open-source projects, such as KD e s k t o pE n v",textbook_chunk_742,general
i r o n m e n t (orKDE)a n dt h e GNOME desktop by the GNU project.,textbook_chunk_743,general
"Both the KDE and GNOME desktops run on Linux and various UNIX systems and are available under open-source licenses, which means their source code is readily available for reading and for modiﬁcation under speciﬁc license terms.",textbook_chunk_744,general
The iPad touchscreen.,textbook_chunk_745,general
"The Linux System variable to determine how to perform operations on the users display, such as moving the cursor and scrolling a region of text.",textbook_chunk_746,general
Programs with multilingual support use the LANG variable to determine the language in which to display system messages for programs that include multilingual support.,textbook_chunk_747,general
The environment-variable mechanism custom-tailors the operating system on a per-process basis.,textbook_chunk_748,general
Users can choose their own languages or select their own editors independently of one another.,textbook_chunk_749,general
18.4.1.3 Process Context The process identity and environment properties are usually set up when a process is created and not changed until that process exits.,textbook_chunk_750,general
"A process may choose to change some aspects of its identity if it needs to do so, or it may alter its environment.",textbook_chunk_751,general
"In contrast, process context is the state of the running program at any one time; it changes constantly.",textbook_chunk_752,general
Process context includes the following parts: Scheduling context .T,textbook_chunk_753,general
o s ti m p o r t a n tp a r to ft h ep r o c e s sc o n t e x,textbook_chunk_754,general
ti si t s scheduling contextthe information that the scheduler needs to suspend and restart the process.,textbook_chunk_755,general
This information includes saved copies of all the processs registers.,textbook_chunk_756,general
Floating-point registers are stored separately and are restored only when needed.,textbook_chunk_757,general
"Thus, processes that do not use ﬂoating-point arithmetic do not incur the overhe ad of saving that state.",textbook_chunk_758,general
The scheduling context also includes information about scheduling priority and about any outstanding signals waiting to be delivered to the process.,textbook_chunk_759,general
"A key part of the scheduling context is the processs kernel stack, a separate area of kernel memory reserved for use by kernel-mode code.",textbook_chunk_760,general
Both system calls and interrupts that occur while the process is executing will use this stack.,textbook_chunk_761,general
h ek e r n e lm a i n t a,textbook_chunk_762,general
na b o u tt h e resources currently being consumed by each process and the total resources consumed by the process in its entire lifetime so far.,textbook_chunk_763,general
The ﬁle table is an array of pointers to kernel ﬁle structures representing open ﬁles.,textbook_chunk_764,general
"When making ﬁle- IOsystem calls, processes refer to ﬁles by an integer, known as a ﬁle descriptor (fd),t h a tt h ek e r n e lu s e s to index into this table.",textbook_chunk_765,general
File-system context .W,textbook_chunk_766,general
"x i s t i n go p e nﬁ l e s ,t h e ﬁle-system context applies to requests to open new ﬁles.",textbook_chunk_767,general
"The ﬁle-system context includes the processs root directory, current working directory, and namespace.",textbook_chunk_768,general
Signal-handler table .UNIX,textbook_chunk_769,general
systems can deliver asynchronous signals to ap r o c e s si nr e s p o n s et ov a r i o u se x t e r n al events.,textbook_chunk_770,general
The signal-handler table deﬁnes the action to take in response to a speciﬁc signal.,textbook_chunk_771,general
"Valid actions include ignoring the signal, terminating the process, and invoking a routine in the processs address space.",textbook_chunk_772,general
Virtual memory context .T h ev i r t u a lm e m o r yc o n t e x,textbook_chunk_773,general
td e s c r i b e st h ef u l l contents of a processs private address space; we discuss it in Section 18.6.,textbook_chunk_774,general
cept 109process P0 process P1 save state into PCB0 save state into PCB1reload state from PCB1 reload state from PCB0operating system idle idleexecuting idleexecuting executinginterrupt or system call interrupt or system call      Figure 3.4 Diagram showing CPU switch from process to process.,textbook_chunk_775,general
Accounting information .T,textbook_chunk_776,general
i o ni n c l u d e st h,textbook_chunk_777,general
"ea m o u n to f CPU and real time used, time limits, account numbers, job or process numbers, and so on.",textbook_chunk_778,general
IOstatus information .T,textbook_chunk_779,general
"i s to f IOdevices allocated to the process, a list of open ﬁles, and so on.",textbook_chunk_780,general
"In brief, the PCB simply serves as the repository for any information that may vary from process to process.",textbook_chunk_781,general
The process model discussed so far has implied that a process is a program that performs a single thread of execution.,textbook_chunk_782,general
"For example, when a process is running aw o r d - p r o c e s s o rp r o g r a m ,as i n g l et h r e a do fi n s t r u c t i o n si sb e i n ge x e c u t e d .",textbook_chunk_783,general
This single thread of control allows the process to perform only one task at at i m e .T,textbook_chunk_784,general
h eu s e rc a n n o ts i m u l t a n e o u s l yt y p ei nc h a r a c t e r sa n dr,textbook_chunk_785,general
"u nt h es p e l l checker within the same process, for example.",textbook_chunk_786,general
Most modern operating systems have extended the process concept to allow a process to have multiple threads of execution and thus to perform more than one task at a time.,textbook_chunk_787,general
"This feature is especially beneﬁcial on multicore systems, where multiple threads can run in parallel.",textbook_chunk_788,general
"On a system that supports threads, the PCB is expanded to include information for each thread.",textbook_chunk_789,general
Other changes throughout the system are also needed to support threads.,textbook_chunk_790,general
Chapter 4 explores threads in detail.,textbook_chunk_791,general
PU Scheduling 285 response to event real-time process executionevent conflicts timedispatch response interval dispatch latencyprocess made available interrupt processing Figure 6.14 Dispatch latency.,textbook_chunk_792,general
time operating systems to minimize interrupt latency to ensure that real-time tasks receive immediate attention.,textbook_chunk_793,general
"Indeed, for hard real-time systems, interrupt latency must not simply be minimized, it must be bounded to meet the strict requirements of these systems.",textbook_chunk_794,general
One important factor contributing to interrupt latency is the amount of time interrupts may be disabled while kernel data structures are being updated.,textbook_chunk_795,general
Real-time operating systems require that interrupts be disabled for only very short periods of time.,textbook_chunk_796,general
The amount of time required for the scheduling dispatcher to stop one process and start another is known as dispatch latency.,textbook_chunk_797,general
Providing real-time tasks with immediate access to the CPU mandates that real-time operating systems minimize this latency as well.,textbook_chunk_798,general
The most effective technique for keeping dispatch latency low is to provide preemptive kernels.,textbook_chunk_799,general
"In Figure 6.14, we diagram the makeup of dispatch latency.",textbook_chunk_800,general
"The conﬂict phase of dispatch latency has two components: 1.Preemption of any process running in the kernel 2.Release by low-priority processes of resources needed by a high-priority process As an example, in Solaris, the dispatch latency with preemption disabled is over a hundred milliseconds.",textbook_chunk_801,general
"With preemption enabled, it is reduced to less than a millisecond.",textbook_chunk_802,general
6.6.2 Priority-Based Scheduling,textbook_chunk_803,general
The most important feature of a real-time operating system is to respond immediately to a real-time process as soon as that process requires the CPU.,textbook_chunk_804,general
"The critical-section compiler directive can be used to remedy this race condition and is coded as follows: void update(int value)  pragma omp critical  counter  value;   The critical-section compiler directive behaves much like a binary semaphore or mutex lock, ensuring that only one thread at a time is active in the critical section.",textbook_chunk_805,general
"If a thread attempts to enter a critical section when another thread is currently active in that section (that is, owns the section), the calling thread is blocked until the owner thread exits.",textbook_chunk_806,general
"If multiple critical sections must be used, each critical section can be assigned a separate name, and a rule can specify that no more than one thread may be active in a critical section of the same name simultaneously.",textbook_chunk_807,general
An advantage of using the critical-section compiler directive in Open MP is that it is generally considered easier to use than standard mutex locks.,textbook_chunk_808,general
"However, a disadvantage is that application developers must still identify possible race conditions and adequately protect shared data using the compiler directive.",textbook_chunk_809,general
"Additionally, because the critical-section compiler directive behaves much like a mutex lock, deadlock is still possible when two or more critical sections are identiﬁed.",textbook_chunk_810,general
"5.10.3 Functional Programming Languages Most well-known programming languagessuch as C, C, Java, and C are known as imperative (orprocedural )l a n g u a g e s",textbook_chunk_811,general
i v el a n g u a g e sa r e used for implementing algorithms that are state-based.,textbook_chunk_812,general
"In these languages, the ﬂow of the algorithm is crucial to its correct operation, and state is represented with variables and other data structures.",textbook_chunk_813,general
"Of course, program state is mutable, as variables may be assigned different values over time.",textbook_chunk_814,general
"With the current emphasis on concurrent and parallel programming for multicore systems, there has been greater focus on functional programming languages, which follow a programming paradigm much different from that offered by imperative languages.",textbook_chunk_815,general
The fundamental difference between imperative and functional languages is that functional languages do not maintain state.,textbook_chunk_816,general
"That is, once a variable has been deﬁned and assigned a value, its value is immutableit cannot change.",textbook_chunk_817,general
"Because functional languages disallow mutable state, they need not be concerned with issues such as race conditions and deadlocks.",textbook_chunk_818,general
"Essentially, most of the problems addressed in this chapter are nonexistent in functional languages.",textbook_chunk_819,general
"Several functional languages are pr esently in use, and we brieﬂy mention two of them here: Erlang and Scala.",textbook_chunk_820,general
The Erlang language has gained signiﬁcant attention because of its support for concurrency and the ease with which it can be used to develop applications that run on parallel systems.,textbook_chunk_821,general
Scala is a functional language that is also object-oriented.,textbook_chunk_822,general
"In fact, much of the syntax of Scala is similar to the popular object-oriented languages Java and C. Readers",textbook_chunk_823,general
ain Memory H11001 MMUCPU memory 1434614000relocation register 346logical addressphysical address Figure 8.4 Dynamic relocation using a relocation register.,textbook_chunk_824,general
binding scheme results in differing logical and physical addresses.,textbook_chunk_825,general
"In this case, we usually refer to the logical address as a virtual address .",textbook_chunk_826,general
We use logical address and virtual address interchangeably in this text.,textbook_chunk_827,general
The set of all logical addresses generated by a program is a logical address space .T,textbook_chunk_828,general
h es e t of all physical addresses corresponding to these logical addresses is a physical address space .T,textbook_chunk_829,general
"h u s ,i nt h ee x e c u t",textbook_chunk_830,general
g i c a l and physical address spaces differ.,textbook_chunk_831,general
The run-time mapping from virtual to physical addresses is done by a hardware device called the memory-management unit (MMU ).W,textbook_chunk_832,general
"ec a nc h o o s e from many different methods to accomplish such mapping, as we discuss in Section 8.3 through Section 8.5.",textbook_chunk_833,general
"For the time being, we illustrate this mapping with a simple MMU scheme that is a generalization of the base-register scheme described in Section 8.1.1.",textbook_chunk_834,general
The base register is now called a relocation register .,textbook_chunk_835,general
The value in the relocation register is added to every address generated by a user process at the time the address is sent to memory (see Figure 8.4).,textbook_chunk_836,general
"For example, if the base is at 14000, then an attempt by the user to address location 0i sd y n a m i c a l l yr e l o c a t e dt ol o",textbook_chunk_837,general
i o n1 4 0 0 0 ;a na c c e s st ol o c a t,textbook_chunk_838,general
n3 4 6i sm a p p e d to location 14346.,textbook_chunk_839,general
The user program never sees the real physical addresses.,textbook_chunk_840,general
"The program can create a pointer to location 346, store it in memory, manipulate it, and compare it with other addressesall as the number 346.",textbook_chunk_841,general
"Only when it is used as a memory address (in an indirect load or store, perhaps) is it relocated relative to the base register.",textbook_chunk_842,general
The user program deals with logical addresses.,textbook_chunk_843,general
The memory-mapping hardware converts logical addresses into physical addresses.,textbook_chunk_844,general
This form of execution-time binding was discussed in Section 8.1.2.,textbook_chunk_845,general
The ﬁnal location of ar e f e r e n c e dm e m o r ya d d r e s si sn o td e t e r m i n e du n t,textbook_chunk_846,general
i lt h er e f e r e n c ei sm a d e .,textbook_chunk_847,general
We now have two different types of addresses: logical addresses (in the range 0 to max)a n dp,textbook_chunk_848,general
d r e s s e s( i nt h er a n g e R0t o Rmaxfor a base value R).,textbook_chunk_849,general
The user program generates only logical addresses and thinks that the process runs in locations 0 to max.,textbook_chunk_850,general
"However, these logical addresses must be mapped to physical addresses before they are used.",textbook_chunk_851,general
The concept of a logical,textbook_chunk_852,general
m Implementation 551 local file system type 1 disklocal file system type 2 diskremote file system type 1 networkfile-system interface VFS interface Figure 12.4 Schematic view of a virtual ﬁle system.,textbook_chunk_853,file_systems
File handles are constructed from the relevant vnodes and are passed as arguments to these procedures.,textbook_chunk_854,file_systems
The layer implementing the ﬁle-system type or the remote-ﬁle-system protocol is the third layer of the architecture.,textbook_chunk_855,file_systems
Lets brieﬂy examine the VFSarchitecture in Linux.,textbook_chunk_856,file_systems
"The four main object types deﬁned by the Linux VFSare: The inode object ,w h",textbook_chunk_857,file_systems
i c hr e p r e s e n t sa ni n d,textbook_chunk_858,file_systems
i c hr e p r e s e n t sa,textbook_chunk_859,file_systems
"The superblock object ,w h",textbook_chunk_860,file_systems
i c hr e p r e s e n t sa ne n t,textbook_chunk_861,file_systems
i r eﬁ l es y s t e m,textbook_chunk_862,file_systems
"The dentry object ,w h",textbook_chunk_863,file_systems
i c hr e p r e s e n t sa ni n d,textbook_chunk_864,file_systems
i r e c t o r ye n t r y,textbook_chunk_865,file_systems
"For each of these four object types, the VFSdeﬁnes a set of operations that may be implemented.",textbook_chunk_866,file_systems
Every object of one of these types contains a pointer to af u n c t,textbook_chunk_867,file_systems
d r e s s e so ft h ea c t u a lf u n c t,textbook_chunk_868,file_systems
i o n s that implement the deﬁned operations for that particular object.,textbook_chunk_869,file_systems
"For example, an abbreviated APIfor some of the operations for the ﬁle object includes: int open(. . .)",textbook_chunk_870,file_systems
Open a ﬁle. int close(...),textbook_chunk_871,file_systems
Close an already-open ﬁle.,textbook_chunk_872,file_systems
ssize tr e a d ( ... ) Read from a ﬁle. ssize tw r i t e ( ... ),textbook_chunk_873,file_systems
W rite to a ﬁle. int mmap(. . .),textbook_chunk_874,file_systems
"ules 789 of the most important user utilities is the shell ,t h es t a n d a r dc o m m a n d - l",textbook_chunk_875,file_systems
i n e interface on UNIX systems.,textbook_chunk_876,file_systems
Linux supports many shells; the most common is thebourne-Again shell (bash ).,textbook_chunk_877,file_systems
18.3 Kernel Modules The Linux kernel has the ability to load and unload arbitrary sections of kernel code on demand.,textbook_chunk_878,file_systems
These loadable kernel modules run in privileged kernel mode and as a consequence have full access to all the hardware capabilities of the machine on which they run.,textbook_chunk_879,file_systems
"In theory, there is no restriction on what a kernel module is allowed to do.",textbook_chunk_880,file_systems
